event_timestamp,team_id,hero_id,gold_earned,kills
2026-04-27T12:00:02.781156,team_b,40,255.75,1
2026-04-27T12:00:25.817331,team_b,1,72.74,3
2026-04-27T12:01:11.702253,team_b,5,291.51,0
2026-04-27T12:00:51.711332,team_b,10,393.74,2
2026-04-27T12:00:05.429087,team_a,50,302.82,2
2026-04-27T12:01:06.386751,team_a,20,276.91,2
2026-04-27T12:01:39.037358,team_a,3,488.79,3
2026-04-27T12:00:44.783800,team_b,40,472.53,1
2026-04-27T12:00:23.886946,team_b,40,68.11,0
2026-04-27T12:00:16.444365,team_b,30,283.7,1
2026-04-27T12:01:12.751263,team_a,10,469.12,2
2026-04-27T12:00:19.500246,team_b,50,201.37,3
2026-04-27T12:01:25.048777,team_b,30,417.09,2
2026-04-27T12:00:39.748751,team_a,20,312.67,0
2026-04-27T12:01:11.629154,team_b,50,309.94,0
2026-04-27T12:01:10.022793,team_a,40,333.06,3
2026-04-27T12:00:17.733085,team_a,1,307.66,0
2026-04-27T12:00:22.894119,team_b,10,238.45,3
2026-04-27T12:01:22.860031,team_b,40,398.74,3
2026-04-27T12:01:44.738125,team_a,3,283.41,2
2026-04-27T12:01:59.774744,team_b,40,219.57,1
2026-04-27T12:00:55.159624,team_b,40,209.43,2
2026-04-27T12:01:13.209190,team_a,4,175.55,2
2026-04-27T12:00:26.984045,team_b,5,367.21,3
2026-04-27T12:00:38.044889,team_b,40,470.17,2
2026-04-27T12:00:34.534725,team_b,20,418.27,1
2026-04-27T12:00:34.854318,team_b,2,205.86,3
2026-04-27T12:01:18.716646,team_b,4,140.93,2
2026-04-27T12:01:51.962872,team_b,3,99.15,1
2026-04-27T12:00:29.094965,team_a,4,73.62,3
2026-04-27T12:00:39.635235,team_b,2,356.54,1
2026-04-27T12:00:00.621774,team_a,20,343.8,3
2026-04-27T12:00:57.293822,team_a,5,194.53,0
2026-04-27T12:01:48.952435,team_a,50,154.5,0
2026-04-27T12:01:49.587567,team_a,20,447.01,1
2026-04-27T12:01:52.070713,team_a,20,404.58,1
2026-04-27T12:01:52.393049,team_b,1,54.17,0
2026-04-27T12:01:51.414582,team_b,5,254.46,3
2026-04-27T12:01:46.711196,team_a,40,260.61,1
2026-04-27T12:01:37.057665,team_b,3,379.0,2
2026-04-27T12:01:26.231781,team_a,10,405.85,1
2026-04-27T12:00:21.059390,team_b,20,281.88,0
2026-04-27T12:00:48.099990,team_a,3,491.76,3
2026-04-27T12:00:38.832200,team_a,1,167.35,1
2026-04-27T12:00:53.608263,team_b,10,185.88,0
2026-04-27T12:00:31.386378,team_b,4,77.96,0
2026-04-27T12:00:55.847399,team_a,20,358.73,2
2026-04-27T12:01:22.834845,team_b,10,326.58,1
2026-04-27T12:01:54.883264,team_b,3,254.74,2
2026-04-27T12:00:49.901474,team_b,40,410.9,1
2026-04-27T12:01:31.423154,team_a,40,251.04,2
2026-04-27T12:00:09.372327,team_a,1,422.95,1
2026-04-27T12:01:08.724201,team_a,3,197.65,3
2026-04-27T12:00:13.948803,team_a,50,269.97,3
2026-04-27T12:01:37.043050,team_b,3,280.96,3
2026-04-27T12:01:07.669342,team_b,5,375.48,3
2026-04-27T12:00:30.534866,team_a,4,310.24,0
2026-04-27T12:00:50.843686,team_a,40,497.36,0
2026-04-27T12:01:58.336470,team_b,1,179.19,1
2026-04-27T12:01:32.276648,team_b,10,496.79,3
2026-04-27T12:00:53.824456,team_b,20,86.11,1
2026-04-27T12:01:18.424092,team_b,2,130.31,3
2026-04-27T12:01:03.461105,team_a,1,390.28,2
2026-04-27T12:00:55.560468,team_b,40,220.67,1
2026-04-27T12:00:29.701445,team_b,3,174.04,0
2026-04-27T12:00:03.866078,team_b,50,394.72,0
2026-04-27T12:00:28.879955,team_a,2,317.27,3
2026-04-27T12:01:11.734188,team_a,4,383.24,3
2026-04-27T12:00:52.675537,team_a,1,113.06,2
2026-04-27T12:00:28.099382,team_b,50,319.06,2
2026-04-27T12:00:28.428484,team_a,40,149.47,2
2026-04-27T12:00:33.018470,team_a,20,300.13,0
2026-04-27T12:01:56.674828,team_b,40,193.43,3
2026-04-27T12:00:48.991101,team_b,20,132.75,3
2026-04-27T12:00:28.916183,team_a,5,435.89,1
2026-04-27T12:01:36.693139,team_a,40,235.7,3
2026-04-27T12:01:06.874411,team_a,20,159.29,1
2026-04-27T12:00:39.631559,team_a,30,431.21,0
2026-04-27T12:01:04.276264,team_a,1,170.81,0
2026-04-27T12:01:44.834455,team_a,50,375.94,1
2026-04-27T12:00:57.527305,team_b,5,480.66,0
2026-04-27T12:00:25.416933,team_a,2,386.1,3
2026-04-27T12:01:49.732956,team_a,20,461.81,2
2026-04-27T12:01:33.061666,team_b,30,290.14,2
2026-04-27T12:00:37.010674,team_b,40,447.27,3
2026-04-27T12:00:11.832988,team_b,10,461.45,2
2026-04-27T12:00:37.550642,team_a,50,438.84,1
2026-04-27T12:00:01.946388,team_b,5,118.59,2
2026-04-27T12:00:27.602235,team_a,30,297.79,2
2026-04-27T12:00:30.879211,team_b,30,257.37,2
2026-04-27T12:00:20.311885,team_b,3,462.6,0
2026-04-27T12:01:02.873330,team_a,1,393.95,3
2026-04-27T12:00:16.498984,team_a,2,368.23,0
2026-04-27T12:00:26.246361,team_b,10,77.2,3
2026-04-27T12:01:19.114121,team_a,1,289.5,3
2026-04-27T12:00:01.422116,team_b,40,489.87,0
2026-04-27T12:01:00.265924,team_b,3,98.16,0
2026-04-27T12:01:02.926248,team_a,4,328.9,2
2026-04-27T12:01:37.825727,team_b,20,85.56,3
2026-04-27T12:00:55.079729,team_a,4,184.99,0
2026-04-27T12:01:18.448286,team_a,2,232.38,3
2026-04-27T12:01:06.324173,team_a,1,366.28,0
2026-04-27T12:00:59.983007,team_b,10,304.64,0
2026-04-27T12:01:47.374945,team_a,4,145.14,3
2026-04-27T12:00:32.531406,team_a,5,454.69,0
2026-04-27T12:00:21.522540,team_b,1,482.66,1
2026-04-27T12:01:30.270536,team_b,2,184.67,1
2026-04-27T12:01:08.003510,team_b,40,199.28,1
2026-04-27T12:01:34.859770,team_a,40,385.46,2
2026-04-27T12:00:06.443572,team_b,4,427.4,2
2026-04-27T12:01:12.620249,team_b,10,63.33,2
2026-04-27T12:01:34.025777,team_b,30,152.66,3
2026-04-27T12:00:51.821754,team_b,2,397.48,2
2026-04-27T12:01:35.766621,team_a,2,170.59,3
2026-04-27T12:01:25.401259,team_a,20,192.51,0
2026-04-27T12:00:10.982451,team_b,30,211.96,2
2026-04-27T12:00:12.267770,team_a,3,243.94,3
2026-04-27T12:00:12.395151,team_a,10,299.4,2
2026-04-27T12:01:43.646181,team_a,5,236.21,0
2026-04-27T12:01:26.981261,team_a,50,284.5,3
2026-04-27T12:00:20.340209,team_b,5,170.78,1
2026-04-27T12:00:07.592058,team_b,5,239.5,3
2026-04-27T12:01:33.919995,team_b,5,474.9,3
2026-04-27T12:01:11.256768,team_a,30,98.14,2
2026-04-27T12:00:00.812084,team_b,10,428.73,3
2026-04-27T12:01:36.489175,team_b,30,200.63,1
2026-04-27T12:00:36.052234,team_a,30,191.38,3
2026-04-27T12:01:56.247027,team_b,30,485.49,1
2026-04-27T12:00:39.106348,team_b,20,214.26,1
2026-04-27T12:01:11.067244,team_a,40,62.11,3
2026-04-27T12:01:53.156990,team_a,30,408.96,0
2026-04-27T12:01:38.275868,team_b,30,112.63,2
2026-04-27T12:00:29.042540,team_a,20,405.08,0
2026-04-27T12:00:53.888007,team_b,50,230.36,3
2026-04-27T12:01:05.237424,team_b,40,317.22,0
2026-04-27T12:00:13.124331,team_a,10,124.85,0
2026-04-27T12:01:07.586435,team_b,10,484.57,3
2026-04-27T12:00:12.713346,team_a,5,149.9,1
2026-04-27T12:00:53.493426,team_b,30,397.55,1
2026-04-27T12:00:41.396087,team_a,30,97.05,3
2026-04-27T12:01:50.465705,team_a,2,424.09,1
2026-04-27T12:00:41.799438,team_b,30,402.92,3
2026-04-27T12:00:41.796036,team_a,30,374.9,3
2026-04-27T12:00:38.269137,team_b,1,414.58,0
2026-04-27T12:00:02.710214,team_b,2,354.71,1
2026-04-27T12:01:51.590694,team_a,40,128.5,1
2026-04-27T12:00:39.718759,team_b,30,154.33,3
2026-04-27T12:01:15.571238,team_a,20,228.01,1
2026-04-27T12:00:53.949001,team_b,20,52.0,1
2026-04-27T12:00:24.694138,team_a,50,95.79,1
2026-04-27T12:00:43.895164,team_a,30,101.28,3
2026-04-27T12:01:03.325802,team_b,50,224.89,3
2026-04-27T12:01:10.440566,team_b,10,430.48,1
2026-04-27T12:01:37.648591,team_b,50,315.58,1
