guess,correct,seen,user_id,time_created
1,0,8,108d23e0fc4424a24de06f6ddb27439b,2020-05-01 14:27:03
0,1,9,108d23e0fc4424a24de06f6ddb27439b,2020-05-01 14:27:45
1,1,10,108d23e0fc4424a24de06f6ddb27439b,2020-05-01 14:28:31
1,1,11,108d23e0fc4424a24de06f6ddb27439b,2020-05-01 14:33:27
1,0,12,108d23e0fc4424a24de06f6ddb27439b,2020-05-01 14:33:59
0,1,0,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:13:12
0,1,1,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:13:29
0,1,2,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:13:44
0,1,3,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:13:57
0,1,4,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:14:15
1,1,5,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:14:33
1,1,6,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:14:48
0,1,7,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:15:16
0,1,8,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:15:46
1,1,9,68bfcf3ed3244d7097642458d0846840,2020-05-01 16:16:05
1,1,0,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:11:39
1,1,1,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:13:30
0,1,2,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:14:04
0,1,3,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:15:06
1,0,4,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:15:41
0,1,5,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:16:04
0,1,6,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:16:22
0,1,7,a30bb7e0630ee7de46be76cf51070a21,2020-05-01 17:16:35
1,0,0,9275a04424e99a5b447b3ba9bf81dcd8,2020-05-01 17:34:48
1,1,1,9275a04424e99a5b447b3ba9bf81dcd8,2020-05-01 17:35:16
1,1,0,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:36:35
0,1,1,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:37:28
0,1,2,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:38:59
0,1,3,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:39:47
1,1,4,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:40:16
0,1,5,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:40:42
1,1,6,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:41:34
0,1,7,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:42:11
0,1,8,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:43:24
0,1,9,48d79a17a3aa4a676eae6c811c5abe88,2020-05-01 18:43:55
0,0,0,7a4ec6be7f37bd477a045268ec25d6ec,2020-05-01 18:46:35
1,1,0,920e8bb54dae444828a4aad9cb8d5297,2020-05-01 19:27:36
1,0,0,ebd256d1006937f4539ba2de682f24df,2020-05-01 20:42:41
0,1,1,ebd256d1006937f4539ba2de682f24df,2020-05-01 20:43:12
1,1,2,ebd256d1006937f4539ba2de682f24df,2020-05-01 20:43:38
0,1,3,ebd256d1006937f4539ba2de682f24df,2020-05-01 20:43:47
0,1,4,ebd256d1006937f4539ba2de682f24df,2020-05-01 20:44:07
0,0,5,ebd256d1006937f4539ba2de682f24df,2020-05-01 20:44:37
0,1,0,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:49:57
1,1,1,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:50:16
0,0,2,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:51:01
1,1,3,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:51:30
0,0,4,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:52:01
0,1,5,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:52:13
1,1,6,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:52:33
0,0,7,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:53:18
1,0,8,8c37521dcab23de7fbfb5d9cc9dbf316,2020-05-01 20:53:39
1,1,0,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:21:29
1,0,1,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:22:18
0,0,2,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:23:00
0,1,3,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:23:37
1,1,4,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:24:16
1,0,5,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:24:53
1,0,6,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:25:26
1,1,7,dde59000e263bb60e5d60dd17a3f9147,2020-05-01 22:25:56
0,1,0,9328d0443eca1426480bec050ecc54e5,2020-05-01 22:29:21
1,0,1,9328d0443eca1426480bec050ecc54e5,2020-05-01 22:30:03
1,0,0,624a43c0f0adc2a9f34d66b0f094177a,2020-05-02 00:36:43
1,0,1,624a43c0f0adc2a9f34d66b0f094177a,2020-05-02 00:37:18
0,0,2,624a43c0f0adc2a9f34d66b0f094177a,2020-05-02 00:37:26
1,1,3,624a43c0f0adc2a9f34d66b0f094177a,2020-05-02 00:37:33
1,0,0,5cbf77eb75d3b0c40bcf16e8c0a2968b,2020-05-02 00:57:57
1,1,1,5cbf77eb75d3b0c40bcf16e8c0a2968b,2020-05-02 00:59:32
0,0,2,5cbf77eb75d3b0c40bcf16e8c0a2968b,2020-05-02 01:00:28
0,1,3,5cbf77eb75d3b0c40bcf16e8c0a2968b,2020-05-02 01:01:20
0,1,0,b79375710d186f07a24602d3d36e9a27,2020-05-02 01:46:21
0,1,1,b79375710d186f07a24602d3d36e9a27,2020-05-02 01:49:13
1,1,2,b79375710d186f07a24602d3d36e9a27,2020-05-02 01:49:51
1,1,3,b79375710d186f07a24602d3d36e9a27,2020-05-02 01:51:32
1,0,4,b79375710d186f07a24602d3d36e9a27,2020-05-02 01:52:17
0,1,0,02965454b80c45492ed85602688837ab,2020-05-02 03:16:46
1,1,0,8971e80ad583292da016dd690262f301,2020-05-02 04:16:49
1,0,0,c9276b309c697024d2705c7011236adb,2020-05-02 05:51:51
1,1,0,d270697f08d86fd771a8bfc998433e2d,2020-05-02 09:04:59
0,1,1,d270697f08d86fd771a8bfc998433e2d,2020-05-02 09:05:29
0,0,2,d270697f08d86fd771a8bfc998433e2d,2020-05-02 09:06:00
1,0,0,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-02 09:11:19
1,0,1,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-02 09:11:55
0,1,2,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-02 09:12:17
1,1,3,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-02 09:12:46
0,0,4,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-02 09:13:15
1,1,0,378506e22bbdbab86d2789fad2865139,2020-05-02 10:50:03
0,1,1,378506e22bbdbab86d2789fad2865139,2020-05-02 10:50:45
1,0,0,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:04:51
1,1,1,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:05:13
0,1,2,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:05:47
0,1,3,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:06:07
0,0,4,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:06:48
1,0,5,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:07:12
0,1,6,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:07:20
0,0,7,2f23e525c6f7ddd1219a02a49478f648,2020-05-02 12:07:40
1,1,0,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:15:27
1,1,1,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:16:16
1,1,2,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:17:20
0,1,3,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:18:15
0,0,4,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:18:40
0,1,5,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:19:16
1,1,6,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:20:01
1,1,7,1e601dd71ca4ce858790beb7dc57ba59,2020-05-02 12:20:40
1,0,0,5550b419e5128138f801127434a38473,2020-05-02 12:57:17
0,1,1,5550b419e5128138f801127434a38473,2020-05-02 12:58:07
0,1,2,5550b419e5128138f801127434a38473,2020-05-02 12:58:42
1,1,0,bff5b1e2495277261362938ae1f655ab,2020-05-02 13:30:00
0,0,1,bff5b1e2495277261362938ae1f655ab,2020-05-02 13:32:16
0,1,2,bff5b1e2495277261362938ae1f655ab,2020-05-02 13:33:39
1,1,3,bff5b1e2495277261362938ae1f655ab,2020-05-02 13:35:06
1,0,4,bff5b1e2495277261362938ae1f655ab,2020-05-02 13:36:24
1,0,0,330979fdeae844785497ee9956ed450c,2020-05-02 14:23:32
0,1,1,330979fdeae844785497ee9956ed450c,2020-05-02 14:24:02
1,1,2,330979fdeae844785497ee9956ed450c,2020-05-02 14:25:36
0,1,3,330979fdeae844785497ee9956ed450c,2020-05-02 14:26:09
1,1,4,330979fdeae844785497ee9956ed450c,2020-05-02 14:28:00
1,1,5,330979fdeae844785497ee9956ed450c,2020-05-02 14:28:19
1,1,6,330979fdeae844785497ee9956ed450c,2020-05-02 14:29:20
1,1,7,330979fdeae844785497ee9956ed450c,2020-05-02 14:32:06
1,1,8,330979fdeae844785497ee9956ed450c,2020-05-02 14:33:50
1,1,9,330979fdeae844785497ee9956ed450c,2020-05-02 14:35:09
0,1,0,12bb81b934195b0bfba2afb743596974,2020-05-02 15:32:46
0,0,1,12bb81b934195b0bfba2afb743596974,2020-05-02 15:34:00
0,1,2,12bb81b934195b0bfba2afb743596974,2020-05-02 15:34:20
1,1,0,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:01:35
0,1,1,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:02:28
0,1,2,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:03:06
1,1,3,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:03:34
0,1,4,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:04:02
1,1,5,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:04:31
0,1,6,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:06:45
0,1,7,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:07:06
0,1,8,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:08:13
1,1,9,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:09:02
1,1,10,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:10:15
1,1,11,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:11:35
0,0,12,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:12:03
1,1,13,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:12:19
0,1,14,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:12:42
0,0,15,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:13:11
1,1,16,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:13:37
0,1,17,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:13:56
0,0,18,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:14:17
0,1,19,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:14:47
1,1,20,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:15:00
1,0,21,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:15:27
1,1,22,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:28:25
1,0,23,d22929f0a093ee6cd76732d47a569f12,2020-05-02 16:28:48
1,0,5,ca5378e17f18cbd0fff1d7bcd25c7ff8,2020-05-02 17:10:30
0,1,0,90090061264fdd6d9c9138ef96c9003f,2020-05-02 20:35:21
1,1,1,90090061264fdd6d9c9138ef96c9003f,2020-05-02 20:35:36
1,0,2,90090061264fdd6d9c9138ef96c9003f,2020-05-02 20:37:24
1,1,0,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:43:14
0,0,1,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:44:55
1,0,2,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:46:32
1,0,3,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:48:06
0,0,4,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:49:28
0,1,5,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:50:24
1,1,6,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:51:16
1,1,7,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:52:38
1,1,8,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:53:43
0,0,9,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:55:04
1,1,10,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:56:15
1,0,11,63428fa08ae1dfd68f8fdc1ea3102c9e,2020-05-02 20:57:38
1,1,0,2672e3439a562a531e9f95543dc723aa,2020-05-02 21:40:19
0,1,1,2672e3439a562a531e9f95543dc723aa,2020-05-02 21:41:16
0,1,2,2672e3439a562a531e9f95543dc723aa,2020-05-02 21:42:00
1,0,3,2672e3439a562a531e9f95543dc723aa,2020-05-02 21:42:54
0,0,0,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:15:58
1,1,1,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:16:27
1,1,2,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:17:25
0,1,3,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:17:47
0,1,4,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:18:15
1,0,5,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:19:05
1,0,6,8b4124ba97e0faddc4a1e2f338eace0d,2020-05-02 23:19:15
1,1,0,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:27:17
0,0,1,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:28:11
1,1,2,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:28:27
0,1,3,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:28:45
0,1,4,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:29:05
1,0,5,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:29:28
0,1,6,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:29:39
0,1,7,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:29:51
0,1,8,d8bbb8c55d994e35fc5dda745907b1f3,2020-05-02 23:29:59
0,1,0,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:18:29
0,1,1,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:20:57
0,1,2,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:22:41
1,0,3,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:25:06
0,1,4,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:27:10
1,1,5,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:29:46
0,0,6,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:31:21
1,1,7,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:34:41
1,0,0,5620842d147e4ed73d8fc51b31fe5aef,2020-05-03 00:36:33
0,1,1,5620842d147e4ed73d8fc51b31fe5aef,2020-05-03 00:36:42
1,1,8,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:37:10
0,1,2,5620842d147e4ed73d8fc51b31fe5aef,2020-05-03 00:37:40
0,0,3,5620842d147e4ed73d8fc51b31fe5aef,2020-05-03 00:38:02
0,1,0,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:38:18
0,1,1,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:38:58
0,1,2,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:39:48
0,1,3,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:40:23
1,1,4,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:41:17
1,1,9,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:42:12
1,1,5,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:42:17
0,1,6,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:43:00
1,1,7,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:43:31
1,1,8,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:44:13
1,1,0,75b9774fdcc22bc00fd2436bf870c239,2020-05-03 00:45:30
1,0,9,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:45:55
0,1,1,75b9774fdcc22bc00fd2436bf870c239,2020-05-03 00:46:36
1,0,10,8aba7257f56ef9013247fb62487b79ec,2020-05-03 00:46:48
0,1,10,f874d7526283f8ca6965b71034121dc6,2020-05-03 00:46:52
1,1,2,75b9774fdcc22bc00fd2436bf870c239,2020-05-03 00:47:00
1,0,3,75b9774fdcc22bc00fd2436bf870c239,2020-05-03 00:47:14
0,0,4,75b9774fdcc22bc00fd2436bf870c239,2020-05-03 00:48:25
1,1,0,58694476185c7fc7586251a390c12cc9,2020-05-03 01:17:26
0,1,1,58694476185c7fc7586251a390c12cc9,2020-05-03 01:19:06
0,1,2,58694476185c7fc7586251a390c12cc9,2020-05-03 01:19:20
1,1,3,58694476185c7fc7586251a390c12cc9,2020-05-03 01:20:01
1,1,4,58694476185c7fc7586251a390c12cc9,2020-05-03 01:20:53
1,0,5,58694476185c7fc7586251a390c12cc9,2020-05-03 01:21:44
0,1,6,58694476185c7fc7586251a390c12cc9,2020-05-03 01:22:08
1,1,7,58694476185c7fc7586251a390c12cc9,2020-05-03 01:22:31
0,0,8,58694476185c7fc7586251a390c12cc9,2020-05-03 01:23:09
0,1,9,58694476185c7fc7586251a390c12cc9,2020-05-03 01:23:42
1,1,0,d469bfcba1b302a90857573935e878b4,2020-05-03 01:57:46
0,1,1,d469bfcba1b302a90857573935e878b4,2020-05-03 01:58:13
1,1,2,d469bfcba1b302a90857573935e878b4,2020-05-03 01:59:04
0,1,3,d469bfcba1b302a90857573935e878b4,2020-05-03 01:59:31
0,1,4,d469bfcba1b302a90857573935e878b4,2020-05-03 01:59:51
0,1,5,d469bfcba1b302a90857573935e878b4,2020-05-03 02:00:16
0,0,0,75331139415c9f850c57a09e349edbcb,2020-05-03 02:56:30
0,1,1,75331139415c9f850c57a09e349edbcb,2020-05-03 02:56:50
0,1,2,75331139415c9f850c57a09e349edbcb,2020-05-03 02:57:20
0,1,3,75331139415c9f850c57a09e349edbcb,2020-05-03 02:57:53
1,0,4,75331139415c9f850c57a09e349edbcb,2020-05-03 02:58:53
0,1,5,75331139415c9f850c57a09e349edbcb,2020-05-03 02:59:08
1,1,6,75331139415c9f850c57a09e349edbcb,2020-05-03 02:59:37
1,0,7,75331139415c9f850c57a09e349edbcb,2020-05-03 02:59:55
0,1,0,7f3c407b6c0ee468767de9a2c20514dd,2020-05-03 03:00:16
0,1,8,75331139415c9f850c57a09e349edbcb,2020-05-03 03:00:32
0,0,1,7f3c407b6c0ee468767de9a2c20514dd,2020-05-03 03:00:53
1,0,9,75331139415c9f850c57a09e349edbcb,2020-05-03 03:00:57
1,1,0,88312b0c476e25cee3aeaae92019a71d,2020-05-03 04:27:45
0,1,1,88312b0c476e25cee3aeaae92019a71d,2020-05-03 04:28:17
1,0,2,88312b0c476e25cee3aeaae92019a71d,2020-05-03 04:28:47
0,1,0,368db1bdf373185f2afab87c282097ca,2020-05-03 04:40:36
0,1,1,368db1bdf373185f2afab87c282097ca,2020-05-03 04:41:48
1,1,2,368db1bdf373185f2afab87c282097ca,2020-05-03 04:42:19
1,1,3,368db1bdf373185f2afab87c282097ca,2020-05-03 04:42:37
1,1,4,368db1bdf373185f2afab87c282097ca,2020-05-03 04:43:22
1,1,5,368db1bdf373185f2afab87c282097ca,2020-05-03 04:43:41
1,0,0,69695b46550a95bd2db3edb1381db27e,2020-05-03 04:46:21
